uid,TARGET
CMO22835242,0.1297354671572589
MRJ34316727,0.15500957537439622
UAV00534378,0.14591187096041253
IPQ08190402,0.16785802900980626
NQN84331006,0.07234975825477213
LPS50307411,0.08298593210025486
TSM49103703,0.1575175202822113
FEX47174606,0.12957871965795803
MVK91941657,0.1386399033782518
VTQ11003334,0.09481394920850057
YMO94301439,0.17061223789610064
ENC42258574,0.1906221316165388
TYX48643986,0.09313773672033639
SEL97950710,0.10343415270053949
SGJ12629193,0.09018812140689232
HWI76292564,0.09077409332405537
IOG85596405,0.06961866632549005
KDG11302428,0.06865286843145373
EOM81277120,0.06293843674088241
DYB92604092,0.09027464340798248
RWY12084745,0.133426020919026
UUU26206724,0.0926277662193339
ZTM93039695,0.08385232743272278
ZDO65341721,0.06753810725594328
STL15291541,0.05758784284246865
IXK03609213,0.0825759721793863
QMA11667107,0.08549389196890747
PVV95454908,0.12910554544337982
RWG74718646,0.09771826896805931
NEF62392489,0.1371479969724945
IIG49709608,0.08730695643366289
TMF41719023,0.13838252145503568
QOQ65655625,0.11602690102788749
WLG97422975,0.09205238796986354
IAV85602187,0.08902608564466451
OIA12400675,0.0907508792798665
OJZ00217342,0.1069893901306555
XJJ31756224,0.10184800122526241
VLT94992340,0.09751747422095254
GGC37251085,0.08481527720080195
KVN06331593,0.09259867006134646
BZJ22232856,0.029245235497897964
QMJ55281016,0.13688957407951882
JSK35932732,0.08419647891320109
YFC22483514,0.11945518719916608
DBD72761763,0.11910138168091773
IZM91855839,0.10242580774993004
MYD55811871,0.09886581949524066
TEL17280724,0.08656264828859186
ORA49608892,0.07443646783361521
YDZ75672758,0.10031360358166821
JOT20330006,0.06960604976518914
PRV58911915,0.0766009067205554
MVQ41213101,0.0729852610423653
HZI64194348,0.09111939532714206
KWR43068016,0.1460311843655924
CPK03598208,0.08241518521620367
URB01976667,0.11484003902378764
YZX61048645,0.09758784038157342
QBN10946632,0.1331238050967095
JUL36605215,0.12227686340323288
RKU32315301,0.1015996953354338
HOF36832887,0.13175416779594837
USE35030182,0.09475408495625989
XSJ74325729,0.09111675773084252
GFY46751854,0.04129308139707357
IGH71178410,0.07399225056706799
MOQ02426229,0.1059978223366155
EOL06141652,0.08988556252903289
ZTU32503589,0.1551253969484509
UHJ95927712,0.07906106272347696
AKV33656427,0.09141699496971069
KRI22141661,0.09202313784091502
VRI12867289,0.1459764317006185
TJO59742232,0.08373025538151169
CYP32883369,0.11911867333026101
OSW10084339,0.05366944797019385
DFD92184785,0.08905935128907978
YYK58014797,0.060234618926175106
XQW43448249,0.08969231904888876
SQK85235347,0.23043874240412066
RMP03064155,0.09130158465634935
UCC38853235,0.09434817551460539
UJI35563801,0.10433801171873157
GSR78687464,0.12315195893137364
SVS45830177,0.0895611358653931
LNO34104890,0.022116028886088438
KPY22945942,0.11553034141429631
ISB48564924,0.05648801377202194
KKU44353988,0.09122126320723992
HPX23423347,0.06912414535137523
CJG08081315,0.09720878134218149
FLQ48782399,0.08910370046099202
QVI53420297,0.08831778785206207
TAX67937856,0.08329383379325234
PDQ10140548,0.13300019151509485
WVE54859410,0.09144065420351533
MGU99809475,0.09582172412130437
GCQ31597300,0.07116001874752799
AIG23965261,0.09027813428448436
BKG52059413,0.0936997859353074
GVC28415224,0.158437838381587
YGE04327811,0.09816452203758062
LEB64562666,0.12665091799264996
KEC07757472,0.10420542727691477
TIR02369950,0.18637463157416878
OVB07541415,0.14977255001324932
PBH97257542,0.09972997599001625
PMV30718245,0.08156264400612684
YOJ50765487,0.08132338225902708
RLA10901667,0.1223429084446574
MKT65195142,0.06239106461018345
OCC91218775,0.09813765913186877
ELQ82400057,0.1105936002335011
SMD37624653,0.13327402195306853
KKB78210785,0.1073135619120877
FZP34526674,0.09309074520994129
HUJ94030542,0.054151871945433624
WAJ35745072,0.07247568431099506
TYJ17576540,0.1170216674706595
ACB91558938,0.0933570879599934
MCL57240935,0.03576978465092926
OCN99210944,0.13197847734665002
YHT39967686,0.08139577910443388
UMM23368024,0.03686445847405432
EGQ32117283,0.13360754739894054
UKX67341601,0.1823040025642381
JCG74848839,0.12327973660104777
CAC67663200,0.15239656917825814
AHC14736261,0.07940281333939758
LRO59338063,0.0634143231132479
CJF96009681,0.06455774717024865
MCI33107174,0.08713934538792384
YMQ99775504,0.0794078171328093
ATL16773049,0.08537338939698073
IQB90162961,0.09544065671024925
CVV65239420,0.10196668066331256
XVS72570719,0.08070022406278539
QCB94785621,0.09162713430930057
VYG15764435,0.1121418561772477
WEX14056532,0.09202650707816325
KGN13407863,0.09029656112440494
JEV05842840,0.14841524931553693
HXF28871757,0.0795523853683702
QQG95482706,0.05628761482906242
HZP36385856,0.12585778139090376
ZQF19426691,0.11144515343452072
FGL20920751,0.08498219888958347
FEL08241653,0.06515664233859901
DJB60611871,0.1370468077373132
QNU97648363,0.06784580345422311
VQR59497567,0.08702365671945518
RGM50470980,0.055114351730096385
NYC01039256,0.04661851998744028
PCU86188835,0.04030620418976027
KQK78397050,0.1147151086442445
KTS94634091,0.1547809016763122
CUZ31090436,0.14434403037823698
HUX15729153,0.1264987259326334
AMJ89667527,0.09955561205287837
YBB97219279,0.07060309729045082
MDF15958297,0.12101179665277996
OJA45661144,0.14667984314711024
CSG65741830,0.08793498591207864
DRH99467613,0.05721371849382247
FPH87866927,0.10197271261465084
HQI34945652,0.14465691712723933
QPQ36725162,0.10023150689329907
OVM43407043,0.05913629518812993
TTJ51839995,0.15002569321319248
GVR58823363,0.08168634848011509
CKI28019492,0.10672626801266032
BKV25899127,0.11932986839823846
WAY45500689,0.07688406282321412
IUQ11715091,0.13451612133788915
ZSS57875569,0.15299075603499995
RZZ61591206,0.1196475005162427
IIK48203308,0.1341769579937
SQB89560493,0.11582824973751452
RFH34850916,0.12164020902585075
KYM42533670,0.14491258376949182
QDK11777252,0.08199000183748593
KEB94638930,0.1539608584479455
PSU74553446,0.08987375131067483
XZN03822600,0.28116723732150095
SCJ20583558,0.08386253302337472
IIF71915474,0.08775583029952767
DCA10812903,0.14404470689921112
ECQ11098332,0.17658252323806603
ZMV78989788,0.07969653011033517
JAT38053497,0.1011912860459886
CUV73718300,0.07130974649245929
XQK90921403,0.17781634205952737
EBD01469444,0.09690296668977234
BSZ95571237,0.33746927126704285
HDF94770382,0.0922772990953549
RYH62311476,0.11437612179497728
GGM62999700,0.06870365787818274
YRP66618475,0.03735287648742329
TOP67544042,0.0858892900470615
BGP12853218,0.13510791101125644
HRR49924607,0.09353559836086787
TPT16087832,0.10521700014947677
IOF36028745,0.2958745285503511
PPV96541676,0.06505534808413596
GFX82586295,0.09011995683537756
NRM69708104,0.13598382545619597
VUL22352706,0.10714491542280269
RFU59460843,0.08606805149231074
XXF15401575,0.10453993528105446
LUG95672439,0.10168040246643582
ADI10998799,0.10452966214117689
PJB68609705,0.0918351049754839
LGS35504624,0.09430617621102544
PIY16014335,0.0700784635386067
XXW75635801,0.05854841641128611
CSR40640167,0.07590456793719762
JGA56454231,0.09085069611736585
JTY71172831,0.060131693482842516
FDI52195406,0.08003315710347346
HYX86350143,0.15289778980573412
WFB16331106,0.0830014868849659
NNX99927290,0.10960501230218372
LLV07508555,0.14503746654469235
KWE87543992,0.12984437731385923
UHZ99086180,0.1227433214862702
NNA22615827,0.1469486553258777
AAF09759241,0.08886713862726388
SCY90188877,0.15087622023749445
POI00727580,0.055986212004452765
CAV50952640,0.10200759863252436
NQG19194713,0.05365975468588958
MDI89965740,0.09928083822213786
QEU91077828,0.08612537643526014
MIY49463890,0.06422378221643617
PZF53440410,0.18366582513186597
TPA55603859,0.09156363433981282
MRL93920074,0.06986497452311555
BLO30891441,0.12736006549924642
CQC77452383,0.0812229172261953
SQD18465894,0.12237934837716127
COQ89826423,0.13906459832451573
TCJ20917225,0.09972391114279487
ZIS08616764,0.14043897009007628
YUF18289608,0.10170658004976492
BQD72557378,0.055552649527241926
NKO96276852,0.07806744477879159
QRC82315615,0.11154328624923171
ETH76718067,0.11322517429880159
THZ31293817,0.13473343616182581
JSE43860110,0.06157948333543623
SKF61302252,0.13644952055618922
ESZ18998277,0.10248636438474973
GSG42108870,0.05741579064860342
HKN73964249,0.1155989593713389
PZD76056940,0.05765944823205851
VOM60749179,0.12960643012851836
BAY54665038,0.062688073115736
WFK78621392,0.06249198879040022
MJF89019128,0.07154709836313412
LXB63988003,0.10085195242403854
PBP64927883,0.08643842670469318
OVY65198640,0.1391031492914224
AEI79134838,0.09676341177603351
YAY20903048,0.06645132625149154
QRA14829012,0.0882807919535717
THL89394376,0.10963962742435569
SPU90808890,0.15471511981697145
GOG72812647,0.06464581085088582
MMU43266705,0.09075741554320745
HBH01849765,0.10648386552368469
JNN51345813,0.1132360023107924
KKZ55853533,0.07862307977932284
XTS11629217,0.134133395401559
TUD85399047,0.07515245909777996
WWD47239311,0.09087169616815667
VAW38866654,0.11050121741629654
HDZ10093119,0.08067579810617816
ZRV74116611,0.087040716451785
LZJ09489777,0.056005699497893406
ZUE24687442,0.17890810997366216
VGC31546301,0.09760093376867404
FWF56296721,0.08935870836845733
JJT62900889,0.0879427219342298
NJL13884180,0.14046467505750618
NQN71182052,0.08169446649402375
GDN44007616,0.06912658635567032
PFJ53221959,0.13399257603059073
SDW37045798,0.10345482677720291
FUY10241922,0.10270270868075232
XJM99953890,0.12851398794536228
TAK82588186,0.07572227689841132
BJI26918029,0.0661810185144379
QEQ38101649,0.1412935835621704
CPQ88267264,0.08588623543008247
TSO47693616,0.11881998071899876
MKS98749371,0.09155651715206505
UTG64352746,0.09755987433634797
YMY75581984,0.09890839833655604
XOG27295758,0.17518438871096237
CKQ28087777,0.09226596424029126
OWY24483293,0.07397030258241993
SCV43218692,0.10453319725044397
LAT68084916,0.09186093748450751
CLY02632721,0.1073967917586649
ZHY08181906,0.17476767825623055
IFV53420368,0.10122870920238157
OLY75697461,0.10888951361301091
CMJ27183020,0.06637461348208751
ZSG52107002,0.12378666104408653
DZM06762226,0.09087074298624932
PCE98901519,0.11672603465930444
KKL24224078,0.12927063846305062
HTF26344502,0.11411102318842528
PRP62013741,0.09646964995716625
NJI02539223,0.09328376344175085
KQK13961077,0.08813527754022824
LJG02212638,0.09567326133391127
LKF71210476,0.0775009307805568
QOL95972914,0.11189256111539253
CIN36020754,0.09644582645880262
ODH33214344,0.045921995375461
SYL81605110,0.10599934805561456
TBZ80534262,0.09355867201854129
XSS91261835,0.07049715628511445
SOD92371888,0.0891175234230366
BAU50751558,0.045914882095238835
PWQ75172031,0.1299701623554836
TRM94489867,0.044212733055145
KTM79568348,0.08507114545558658
NOM70963432,0.06855384895629714
INT18921189,0.14397301493852024
CVG04318941,0.12354537043311382
QNZ67795406,0.09319941334025217
OVG73946043,0.08747854168998842
JSE98720496,0.10838785969329603
SBK50482807,0.07722599578036934
LZT37374978,0.06904867015524936
HXU39525388,0.09314250894905557
HRB74190823,0.0901013939136303
JKL50622156,0.0756618283754093
FDY01226025,0.02230311201149287
RJO53321885,0.08896667570656311
LCY50327297,0.18134078611103058
EEU03845326,0.12156342045142335
FXT91246540,0.05005743185719045
WHH41603785,0.10340134432399702
UKP84047493,0.10570218466550173
QIG52832804,0.08693854088462659
HRX28183661,0.05645997424770174
ILE91520809,0.1251629275248957
RWU19329337,0.056208699612879276
RPK74233398,0.05338968845790961
BWN72518467,0.09940955735837739
AWN66277614,0.10320591377807718
GCL78234845,0.06561932751654881
WVM13741320,0.10032131618464066
WGX84247908,0.061130404895147074
YBL57328585,0.0890719795579384
ILK41507650,0.11765137870705715
RTB00591418,0.09922927122323294
