uid,TARGET
CMO22835242,0.5927815916329867
MRJ34316727,0.6641688250412634
UAV00534378,0.5626916819847231
IPQ08190402,0.682965846595681
NQN84331006,0.4708501553295378
LPS50307411,0.5311550204379121
TSM49103703,0.6662788767329586
FEX47174606,0.602768719121689
MVK91941657,0.6403683390576405
VTQ11003334,0.5458160203498319
YMO94301439,0.6404555050673413
ENC42258574,0.711019295087996
TYX48643986,0.5229743294652648
SEL97950710,0.5801410119162868
SGJ12629193,0.6015509630306695
HWI76292564,0.6005182980076056
IOG85596405,0.43415777169663194
KDG11302428,0.49127826823575715
EOM81277120,0.5599168026127453
DYB92604092,0.5330239349567646
RWY12084745,0.5998359194515771
UUU26206724,0.5858906923906093
ZTM93039695,0.5225986300970648
ZDO65341721,0.5026314755359474
STL15291541,0.5175983947747858
IXK03609213,0.5162437450421348
QMA11667107,0.5500166171088419
PVV95454908,0.6334060920278037
RWG74718646,0.5311022162235195
NEF62392489,0.5575783874664838
IIG49709608,0.5130706158302758
TMF41719023,0.5580991675962307
QOQ65655625,0.6359744022783829
WLG97422975,0.5822597289314928
IAV85602187,0.4992078050456128
OIA12400675,0.5845049003877172
OJZ00217342,0.5503886211203718
XJJ31756224,0.5107699062216795
VLT94992340,0.5709596068154047
GGC37251085,0.5386819410842072
KVN06331593,0.56736610452306
BZJ22232856,0.2601385540784576
QMJ55281016,0.5604404753325098
JSK35932732,0.5337599479641124
YFC22483514,0.6286331706398428
DBD72761763,0.5441373488039096
IZM91855839,0.5495994613477361
MYD55811871,0.5619917755436289
TEL17280724,0.5002392911998255
ORA49608892,0.43090350826536533
YDZ75672758,0.5732399973981389
JOT20330006,0.5033585774905819
PRV58911915,0.529774722755275
MVQ41213101,0.470888056695574
HZI64194348,0.5265231544168025
KWR43068016,0.5691124049217964
CPK03598208,0.5497894904313095
URB01976667,0.5770290836037694
YZX61048645,0.5530268682757542
QBN10946632,0.6120849398061642
JUL36605215,0.5891269012750127
RKU32315301,0.5831531251469655
HOF36832887,0.5670582799703829
USE35030182,0.5858030984587326
XSJ74325729,0.5285351871129372
GFY46751854,0.30987358983677876
IGH71178410,0.5302163417204522
MOQ02426229,0.5835233181393553
EOL06141652,0.594816415672213
ZTU32503589,0.5692155100487551
UHJ95927712,0.5160823311678694
AKV33656427,0.5836936378805709
KRI22141661,0.5737847569126524
VRI12867289,0.6232790498488902
TJO59742232,0.4987403696449594
CYP32883369,0.6074868284440869
OSW10084339,0.4715576458111665
DFD92184785,0.6580784380771869
YYK58014797,0.3905908489618137
XQW43448249,0.45648452569194387
SQK85235347,0.7063733805795654
RMP03064155,0.5915535856395038
UCC38853235,0.5241551027392691
UJI35563801,0.5349955163843917
GSR78687464,0.5970580024753048
SVS45830177,0.5972184673066211
LNO34104890,0.25926417181269246
KPY22945942,0.6302014074417879
ISB48564924,0.5161904753196896
KKU44353988,0.5833234053414803
HPX23423347,0.3412402916729194
CJG08081315,0.49933871988253603
FLQ48782399,0.5797797624622907
QVI53420297,0.593490009321454
TAX67937856,0.5123258054067965
PDQ10140548,0.5771426158273175
WVE54859410,0.5836936378805709
MGU99809475,0.5416094233022125
GCQ31597300,0.5641394972904399
AIG23965261,0.586184507604827
BKG52059413,0.5486433538315098
GVC28415224,0.6661575277825846
YGE04327811,0.5903079140044525
LEB64562666,0.6425730540762672
KEC07757472,0.5381256458043796
TIR02369950,0.690349123964316
OVB07541415,0.6003748691886768
PBH97257542,0.555297322810206
PMV30718245,0.5264801065220406
YOJ50765487,0.5006319422064203
RLA10901667,0.6516940475326078
MKT65195142,0.4922175035114864
OCC91218775,0.5891713723766395
ELQ82400057,0.5910259581995768
SMD37624653,0.6178406822896612
KKB78210785,0.5653194441053654
FZP34526674,0.5914528946959126
HUJ94030542,0.451236046709286
WAJ35745072,0.4880882460115208
TYJ17576540,0.601581587428825
